,artist,description,height,image,price,size,title,url_id,width,area,price_sqin,price_class,avg_r_value,avg_g_value,avg_b_value,avg_hue,avg_saturation,avg_value
3834,jacquelyn sloane siklos,"This is a photograph of the torn bits of advertising posters left on a whitewashed window in Paris. I was drawn to the abstract arrangement of colours and shapes, and the vivid roughness of the paper in contrast to the smoothed white background. This is one of a limited edition of 35, and is signed on reverse and mailed with a certificate of authenticity",12.0,http://ecx.images-amazon.com/images/I/51OBbQWDUqL._QL70_.jpg,210.0,"[u'12', u'18', u'0.1 in.']",Torn Posters,B00DPXDT3E,18.0,216.0,0.972222222222,1.0,188.19808982,198.598017964,204.064502994,99.4564071856,26.3545688623,206.01245509
3835,tony prikryl,archival pigment print on metallic paper,42.0,http://ecx.images-amazon.com/images/I/618zhTUeJqL._QL70_.jpg,3100.0,"[u'42', u'42 in.']","Torres,",B00E4X72AA,42.0,1764.0,1.75736961451,2.0,146.447084,148.398332,152.898232,122.320416,15.389228,153.260484
3836,montgomery gilchrist,"Morning comes to Torres del Paine in Chile. Archival print on Canson Platine Fiber Rag paper - only 5 printed. This paper preserves the ink for generations and betrays a slight matte finish, adding to the antique look of the photo. Signed and numbered en verso. This image can be printed larger to accommodate your space; contact me for a quote.",13.0,http://ecx.images-amazon.com/images/I/51EvuthWpKL._QL70_.jpg,142.0,"[u'13', u'19 in.']","Torres del Paine Dawn,",B01C2BT8JS,19.0,247.0,0.574898785425,1.0,119.570947368,126.895596491,125.056491228,52.2284269006,88.2627894737,142.454087719
3837,mira loew,"""The garments with which we decorate and bedeck our bodies are artificially charged with cultural significations and meanings. We like to employ these false values to construct our identities, which we chose to perform in our social environment. To remove these cultural signs means to address concerns intrinsically to the human existence, beyond our nature as social beings."" - Mira Loew",15.0,http://ecx.images-amazon.com/images/I/41mJtauZlPL._QL70_.jpg,475.0,"[u'15', u'15 in.']","Torso and Yellow Scarf,",B0196WWPJG,15.0,225.0,2.11111111111,3.0,208.092444,206.380068,199.631696,16.189044,11.181408,208.140184
3838,eric rosenwald,"This photo was taken in the Tortolita Mountains, north of Tucson, Arizona.",20.0,http://ecx.images-amazon.com/images/I/51BXrydPc9L._QL70_.jpg,330.0,"[u'20', u'30', u'1.5 in.']","Tortolita Mountains Saguaro Profile,",B01FCWB4SW,30.0,600.0,0.55,1.0,134.648486486,134.51151952,99.5901201201,37.3501921922,97.7476336336,140.97639039
3839,allen thornton,"As an outdoor photographer, I believe the appreciation and the enjoyment of outdoor photography can lead to a respect and love for nature and in turn this can lead to conservation and protection of the natural world and the wildlife that lives within it. My goal as a photographer is to build on this belief with each image. My images are not intended just as an historical record of what used to be, but as a constant reminder of what must be valued and protected today.",11.0,http://ecx.images-amazon.com/images/I/51AFtzoBiIL._QL70_.jpg,75.0,"[u'11', u'0.25', u'14 in.']",Touch the Sky,B0170OK43G,14.0,154.0,0.487012987013,0.0,159.340254453,159.340254453,159.340254453,0.0,0.0,159.340254453
3840,pierre emonds,A fine albumen print in exceptional condition. On very clean original mount. Title label and photograher&apos;s blindstamp on mount.,10.75,http://ecx.images-amazon.com/images/I/51rBBCTVtQL._QL70_.jpg,2400.0,"[u'10.75', u'7.87 in.']","Tourelle - rue Larrey, Paris,",B00QU6PH5G,7.87,84.6025,28.3679560297,4.0,136.689660274,128.701380822,128.870065753,92.1010849315,29.8683890411,137.196410959
3841,camille seaman,,15.0,http://ecx.images-amazon.com/images/I/41IX3Qr4xEL._QL70_.jpg,900.0,"[u'15', u'23']","Tower Climbing, Levelland, Texas, USA, May 2012,",B00E7H0V38,23.0,345.0,2.60869565217,3.0,135.366492492,128.13151952,123.040558559,41.9191231231,37.475987988,136.29981982
3842,nicholas bell,"Title: Townsend Winter No. 1 Image Size: 16 x 16 inches / print only / limited edition of 50. Printed with a border. This archival pigment print is made on Hahnemuhle 100% Cotton Rag Paper ~ a heavy weight museum quality paper with a matte finish. Comes signed, dated, and numbered on the back with COA. Ships flat via USPS priority and is carefully packaged for safe delivery.",16.0,http://ecx.images-amazon.com/images/I/51c0apqV3DL._QL70_.jpg,262.0,"[u'16', u'16 in.']","Townsend Winter No. 1,",B00GJ9EX6S,16.0,256.0,1.0234375,2.0,214.582028,214.582028,214.566028,0.24,0.016,214.582028
3843,piotr rosinski,"The aesthetic of his work on the one hand references the style of the late nineteenth century, on the other hand, we see the impact of the fashion of the twenties.His work is focused on wide range of feelings and sensations like: transience, longing, anxiety, as well as love, vulnerability and eroticism.",16.0,http://ecx.images-amazon.com/images/I/51l9cWYvaUL._QL70_.jpg,175.0,"[u'16', u'12 in.']","Traces,",B00K2DQNV0,12.0,192.0,0.911458333333,1.0,128.982567901,128.100746914,116.631814815,28.342654321,35.3218518519,129.356271605
3844,brian kosoff,,20.0,http://ecx.images-amazon.com/images/I/31q4%2B3zojZL._QL70_.jpg,1200.0,"[u'20', u'20 in.']","Tracks,",B00DYI28IW,20.0,400.0,3.0,3.0,71.1326086957,71.9487246377,71.2513188406,36.513826087,5.36843478261,72.004557971
3845,michael verlangieri,"Trail to San Simeon Point by Michael Verlangieri. Limited to 25 prints, each print is hand signed and numbered by the artist. The image is printed ""Giclee"" on special imported photographic paper. The image size is 21.5 x 28 inches. The paper size is 24 x 30 inches. The image is printed using specially engineered ink technology for optimum image quality and over 100 years of lightfastness.",21.5,http://ecx.images-amazon.com/images/I/611cwOx-Q%2BL._QL70_.jpg,140.0,"[u'21.5', u'28 in.']","Trail to San Simeon Point Fine Art Photo Big Sur,",B00S61OBWS,28.0,602.0,0.232558139535,0.0,122.472084337,127.779054217,114.748927711,52.746,113.784740964,143.878271084
3846,laurence ansel,"Diving between writing and music, Its digital images will overlap each other in translating her inner feelings. In connection with the raw materials of our streets, but also those of New York, Venice and Mexico, overprints with the body are needed. Juggling only the opacity of layers, the light and contrasts. Buried memories, rusted memories, a particular poetry there surfaced.",27.56,http://ecx.images-amazon.com/images/I/51j3yNrD1qL._QL70_.jpg,1250.0,"[u'27.56', u'0.39', u'19.69 in.']","Trame (70x50 cm),",B015V501ES,19.69,542.6564,2.30348338286,3.0,100.299053824,106.948804533,84.843796034,38.4691388102,83.8438583569,116.783082153
3847,jon glaser,"Captured on the island of Kauai, Waimea Canyon boasts one of the most lush forests. It is know as the mini grand canyon. This limited-edition photograph, measuring approximately 40""x60"", is printed on fade-resistant Museo Silver Rag paper that has no optical brighteners. The image has been varnished with a protective coating that protects it from pollutants and sunlight. It comes ready-to-hang in a white wood frame without the obstruction of glass. Printing was done with a state-of-the-art Epson 9900 printer that utilizes archival inkjet technology. Limited-edition photographs have a series of nine prints; all come with a numbered Certificate of Authenticity. Each print is made-to-order; please allow approximately 13 business days for printing and framing prior to shipping.",38.0,http://ecx.images-amazon.com/images/I/51Rp%2BqFuP6L._QL70_.jpg,2665.0,"[u'38', u'56', u'1 in.']","Transitional Blue,",B00XV13ATS,56.0,2128.0,1.25234962406,2.0,121.006185629,125.902856287,126.971922156,84.1341796407,54.043760479,135.366299401
3848,edward fielding,"A toad trapped in a canning jar. Fine art photography by Edward M. Fielding Image size approximately 12x18 inches. Total paper size 13x19 inches. Signature is at the bottom margin. This is the limited edition signed and numbered series. Each print is made-to-order, printed on 5 star gallery paper and authorized by the artist. Printing was done with a state-of-the-art Epson printer that utilizes archival inkjet technology. Limited-edition photographs all come with a Certificate of Authenticity.",18.0,http://ecx.images-amazon.com/images/I/41QsmOFGsoL._QL70_.jpg,350.0,"[u'18', u'12', u'0.1 in.']","Trapped,",B00QGGZG7Y,12.0,216.0,1.62037037037,2.0,48.6338138138,48.6338138138,48.6338138138,0.0,0.0,48.6338138138
3849,jan zwart,"A professional photographer since 1986 and winner of 4 Gold Medals at the prestigious PANL Kodak awards, Jan has been a fisherman, banana farmer and gas station attendant. His photographic assignments have taken him to over 100 countries around the world.",12.0,http://ecx.images-amazon.com/images/I/41lU8ksYtXL._QL70_.jpg,288.0,"[u'12', u'18 in.']","Travel,",B016VGPI5I,18.0,216.0,1.33333333333,2.0,124.113339339,124.169285285,124.059309309,26.3816696697,6.85607807808,124.805975976
3850,jon glaser,This photograph was taken in the San Juan Mountains of Colorado near Telluride.,16.0,http://ecx.images-amazon.com/images/I/51BcyuOuRBL._QL70_.jpg,495.0,"[u'16', u'24', u'0.1 in.']","Traveling Down,",B00OH7WIL6,24.0,384.0,1.2890625,2.0,118.160700599,118.160700599,118.160700599,0.0,0.0,118.160700599
3851,jon glaser,"This image was photographed in Iceland. All images are available in the following sizes: 13x19 unframed on Luster photographic paper - 17x25 unframed on Luster photographic paper - 20x30 Printed on Metallic and Mounted on Plexiglass -$1100 Limited to 9 Artist Proof editions in a particular size. They will be signed and numbered on the back of the image. I print all images using the latest technology, the highest-quality papers, and newest archival inks. Additionally, I include a 5mm white border to ensure proper handling that eliminates the potential for fingerprints.",16.0,http://ecx.images-amazon.com/images/I/519dPDMSknL._QL70_.jpg,470.0,"[u'16', u'24', u'0.1 in.']","Traveling Down,",B00GRJAXBY,24.0,384.0,1.22395833333,2.0,105.571753754,99.6404744745,94.2181501502,50.9981201201,68.2095855856,113.200516517
3852,berenice abbott,Print made in 1979. Signed lower right and annotated AP on lower left recto.,20.0,http://ecx.images-amazon.com/images/I/510490Ib7vL._QL70_.jpg,6000.0,"[u'20', u'16 in.']","Treasury Building, New York,",B00E599MVA,16.0,320.0,18.75,4.0,77.2982418136,77.2982418136,77.2982418136,0.0,0.0,77.2982418136
3853,frédéric boissonnas,"""Boissonnas - Geneve"" blind stamp on recto of mount.This stunningly beautiful photograph of a tree, was done prior to WWI by a professional photographer whose studio was in Geneva, Switzerland. The picture is a wonderful, atypical portrait of this eccentric tree, which looks like it is cloning itself in the adjacent space. The arches of the branches, reaching right, are exactly mimicked by the architectural arch at the end of the lawn...and although the tree was probably unaware of this, the photographer certainly wasn't. The soft tones of the picture are due to its process, the silver chloride ( rather than the more contrasty silver bromide ) process. It is lovely and whimsical.",6.75,http://ecx.images-amazon.com/images/I/515KIoFl0WL._QL70_.jpg,750.0,"[u'6.75', u'9 in.']","Tree,",B00PM1AIUO,9.0,60.75,12.3456790123,4.0,103.320128686,94.4754530831,89.9011474531,11.0587506702,39.9473458445,103.321308311
3854,bonnie lammar,"black and white image with sepia tones of a single tree and a fence and their shadows...a play of light and dark on interesting planes set in a landscape with a building in the background. the photo is signed and numbered printed on fine art paper and with archival inks. ""tree"" is also available in a 30 x 20 size and is listed separately.",12.0,http://ecx.images-amazon.com/images/I/51Jddcg3vEL._QL70_.jpg,400.0,"[u'12', u'18 in.']","tree,",B00GAK75WU,18.0,216.0,1.85185185185,2.0,131.870431138,126.017844311,116.863742515,19.1986826347,47.8547904192,131.886083832
3855,bruce zander,"My interest in photography began over 44 years ago. At an early age I learned how to take pictures with a fully-manual camera, develop film, and make prints. With this basic skill in hand, I started the exciting journey of photographing the world around me and learning the art of photography.",18.5,http://ecx.images-amazon.com/images/I/61XTek2a8qL._QL70_.jpg,430.0,"[u'18.5', u'14.5 in.']","Trees in Fog,",B015JHZ990,14.5,268.25,1.60298229264,2.0,164.465467005,165.523076142,163.049492386,38.5067106599,10.4648324873,165.545416244
3856,jon glaser,"Acadia National Park was the location for this wonderfully colorful sunrise. This photograph measures 45x30 and includes the choice of a brown or black wood frame. In addition, the photograph is varnished for protection instead of using glass, acrylic or a mat. Glass or acrylic produces reflections, thereby diminishing the quality of the image. All photographs are signed, numbered in a limited edition of 9 total artist proofs, and come with a Certificate of Authenticity.",32.0,http://ecx.images-amazon.com/images/I/51GvB3LCR-L._QL70_.jpg,2165.0,"[u'32', u'48', u'0.1 in.']","Trembling on the Shore,",B00S613NH2,48.0,1536.0,1.40950520833,2.0,108.99636036,104.943963964,111.716336336,84.8754594595,58.8490510511,124.339429429
3857,nicholas bell,"Title: Tribune Tower, Chicago ~ Image Size: 16 x 16 inches / print only / limited edition of 50. This is a color toned print ~ archival pigment on 100% cotton rag fine art paper ~ this is a museum quality paper with a matte finish. Comes signed, dated, and numbered on the back with a certificate of authenticity. Ships flat via USPS priority and is carefully packaged for safe delivery.",16.0,http://ecx.images-amazon.com/images/I/51mvagFsg1L._QL70_.jpg,232.0,"[u'16', u'16 in.']","Tribune Tower, Chicago,",B013FU60XC,16.0,256.0,0.90625,1.0,156.933608,157.168904,157.965288,57.138012,26.420512,161.469984
3858,renato marcialis,Tomatoes photographed like a painting,17.72,http://ecx.images-amazon.com/images/I/51zw16JsfYL._QL70_.jpg,2800.0,"[u'17.72', u'23.62', u'0.2 in.']","Trionfo di pomodori,",B00P059LNM,23.62,418.5464,6.68981981448,3.0,41.1117393617,37.3526276596,27.8487659574,21.742606383,97.016856383,41.7243031915
3859,j coleman miller,"Archival Giclee on gallery wrapped canvas, signed and numbered by the artist. Allow 2 weeks for production and delivery.",24.0,http://ecx.images-amazon.com/images/I/41dYJVrqz5L._QL70_.jpg,925.0,"[u'24', u'20', u'2 in.']","Trip to Mount Fuji,",B00DPXZU72,20.0,480.0,1.92708333333,2.0,140.496398082,119.955846523,80.9360095923,20.7562589928,127.199788969,140.589731415
3860,sarah tse,"Sarah's elaborate pencil drawings have often been described as whimsical and sensual in nature, her inspiration continues to be derived from childhood memories, personal travels and fleeting dreams. She draws an array of paradoxical patterns and images that evoke a delicate, nostalgic and often disturbing ambience to her drawings. Images of square robots, towering stacks of teacups, innocent woodland creatures, and sensuous blooming roses are omnipresent. Sarah creates her work using the most basic of tools - pencil and paper. Through her sketches, she manipulates the meaning of objects, changing the way the world is interpreted and often questioning the form and function of everyday objects. An important element to Sarah's work is collage. The formation of an initial collage is a brainstorming process for her in the creation of the final pencil drawing. The use of portraiture is a further development, starting with a picture of a face, to which she applies seemingly random images (such as shisha, a naked lady's leg, a vintage fan, etc), according to the gesture, depth and shape of the features. After the collage is done, Sarah will produce a pencil drawing identical to the collage. When both pieces are displayed together, one can feel the erotic ambience of both - through the colors from the collage and through the gestures and fragility of the pencil drawings. Walls provide a canvas that lacks the vulnerability of paper, yet giving a transient quality similar in nature to dreams- a vital element in her drawings Sarah seeks to recreate these dreams in an alternate realm through her sketches, a world where people escape from reality and remain innocent.",21.65,http://ecx.images-amazon.com/images/I/515bSD4jqGL._QL70_.jpg,3800.0,"[u'21.65', u'0', u'29.92 in.']","The Troy,",B0197PKLCK,29.92,647.768,5.86629781033,3.0,145.373191375,145.17406469,140.784959569,34.7988140162,16.0709649596,146.077541779
3861,viviane grouard,Viviane Grouard's charming landscapes have an animated feel that makes the natural world appear buoyant and colorful.,11.81,http://ecx.images-amazon.com/images/I/41xGYIdgu0L._QL70_.jpg,380.0,"[u'11.81', u'15.75', u'0.39 in.']","Tsabana,",B01DFGO5KG,15.75,186.0075,2.04292837654,3.0,174.549009524,185.197803175,176.537098413,68.3183238095,53.0416698413,195.80727619
3862,rolfe horn,,10.0,http://ecx.images-amazon.com/images/I/61o%2BUQnlPAL._QL70_.jpg,1000.0,"[u'10', u'10', u'0.25 in.']","Tuckaway Road, near Lexington, VA. 2003,",B00E7GXYSI,10.0,100.0,10.0,4.0,40.8519112903,38.3503870968,44.1968830645,133.319370968,62.9897782258,44.3355241935
3863,daniel ashe,"Brightly colored buildings adorn the streets of Tucson, AZ FujiColor Archival C-Print",24.0,http://ecx.images-amazon.com/images/I/51LaH2OKnmL._QL70_.jpg,780.0,"[u'24', u'36', u'0.2 in.']","Tucson,",B01F2PHH80,36.0,864.0,0.902777777778,1.0,168.814822823,108.541339339,105.612606607,71.1985885886,160.139645646,195.360600601
3864,david mccrae,"The history of photography is replete with examples of image capture without a camera. My present focus, 'From a Scanner, Darkly,' with apologies to Philip K. Dick, began when I had no time to work with film. Instead, a scanner and a computer became my substitute for photosensitive materials and a darkroom. The subject matter came from the pantry and the garden. Food and flowers; simple subjects but not mundane, for they feed the body and the mind.",18.0,http://ecx.images-amazon.com/images/I/31hEm-P7gkL._QL70_.jpg,385.0,"[u'18', u'14', u'0.1 in.']","Tulip 'Weber's Parrot' #1,",B00DPY1XBS,14.0,252.0,1.52777777778,2.0,14.2906615776,13.7889262087,9.91961323155,12.7604834606,44.2338524173,15.5222849873
3865,asaf kliger,,31.9,http://ecx.images-amazon.com/images/I/413I5wPZMZL._QL70_.jpg,2600.0,"[u'31.9', u'44.5 in.']","Tulip Sculpture,",B00YB7VVA6,44.5,1419.55,1.83156634145,2.0,164.482108108,179.393183183,184.52166967,89.7916276276,48.2116996997,190.148252252
3866,efrem raimondi,tulip flower,39.37,http://ecx.images-amazon.com/images/I/31CAfVPZ1SL._QL70_.jpg,3200.0,"[u'39.37', u'30.63', u'0.2 in.']","Tulipano nero,",B00OL0CYA4,30.63,1205.9031,2.6536128815,3.0,172.331897172,172.331897172,172.331897172,0.0,0.0,172.331897172
3867,efrem raimondi,tulip flower,19.69,http://ecx.images-amazon.com/images/I/31Kny5VMfpL._QL70_.jpg,2100.0,"[u'19.69', u'15.35', u'0.2 in.']","Tulipano nero,",B00OL03Z2U,15.35,302.2415,6.94808621582,3.0,172.803604113,172.803604113,172.803604113,0.0,0.0,172.803604113
3868,william dey,"The iconic midcentury Palm Springs City Hall walkway dramatically captured by photographer William Dey. The Palm Springs City Hall was built and designed by modernist architect Albert Frey in 1952. The image is printed on matte archival paper and measures 16"" X 20"" with white borders for a total overall measurement of 18"" X 22"". Signed & Numbered Limited Edition from the William Dey Signature Collection available exclusively through Zatista.",22.0,http://ecx.images-amazon.com/images/I/51R00b4IZAL._QL70_.jpg,395.0,"[u'22', u'18', u'0.1 in.']","TUNNEL VISION,",B015C3ZI1A,18.0,396.0,0.997474747475,1.0,119.21746,119.21746,119.21746,0.0,0.0,119.21746
3869,daniel grant,black and white toy camera image from the series 'homeland' 10 x 10 image size in edition of 50 (price increases as edition sells). printed on hahnemuhle bamboo sustainable paper and using soy based inks. each print is signed and numbered verso and delivered unframed and unmatted.,14.0,http://ecx.images-amazon.com/images/I/41Xl6sW6mrL._QL70_.jpg,520.0,"[u'14', u'11', u'0.1 in.']","TURRET,",B00DPX99II,11.0,154.0,3.37662337662,3.0,120.71164,120.71164,120.71164,0.0,0.0,120.71164
3870,brian kosoff,,20.0,http://ecx.images-amazon.com/images/I/31X5gkyTGZL._QL70_.jpg,1200.0,"[u'20', u'20 in.']","Tuscan Bay,",B00DYI6GJY,20.0,400.0,3.0,3.0,162.328722689,157.968310924,154.939882353,20.4922352941,13.383302521,162.362731092
3871,brian kosoff,,20.0,http://ecx.images-amazon.com/images/I/41O%2BnPQZbcL._QL70_.jpg,1200.0,"[u'20', u'20 in.']","Tuscan Trees,",B00DYI59G0,20.0,400.0,3.0,3.0,145.116618357,143.295072464,140.171806763,24.6012463768,9.97988405797,145.227120773
3872,norman lerner,"Twig and Leaf was created same time as ""Palm Branch"" and framed as a companion piece for it using the same designed frame. Image area plus white border framed by the matte is 11.5""x15"". Ready to hang.",15.0,http://ecx.images-amazon.com/images/I/51bTEYfAJKL._QL70_.jpg,650.0,"[u'15', u'11.5 in.']","Twig and Leaf,",B00O1B5HWK,11.5,172.5,3.76811594203,3.0,212.253672055,208.139066975,208.494277136,91.9429376443,11.0643187067,213.519450346
3873,terry fincher,"Terry Fincher is renowned for his war photography, having covered, among others, the Suez crisis, five tours in Vietnam and the Six Day War. This classic and award winning portrait of Twiggy was shot in 1966.",12.0,http://ecx.images-amazon.com/images/I/51jEfP2syjL._QL70_.jpg,288.0,"[u'12', u'16 in.']","Twiggy,",B016VGGM7Q,16.0,192.0,1.5,2.0,162.895995951,162.895995951,162.895995951,0.0,0.0,162.895995951
3874,neil folberg,"Signed, titled, dated, and edition 1 of 40 on print recto.",20.0,http://ecx.images-amazon.com/images/I/41wD0I4pOhL._QL70_.jpg,2750.0,"[u'20', u'24 in.']","Twilight Effect,",B00E59GA9W,24.0,480.0,5.72916666667,3.0,131.904681542,96.1257484787,79.2001825558,9.47084787018,126.530255578,131.904681542
3875,"cook, jamie","The cure for the common poster. Our high quality open edition digital art prints (giclées) are redefining what was traditionally the poster market. Available in pre-set standard sizes on paper or canvas, our Budget Editions (BED) collection is aggressively priced to meet your budget needs and offers the fresh, sophisticated imagery that is distinctively Grand Image. Please note, all prints are on loose paper, unmounted, and have an additional 1 inch trim border.",8.0,http://ecx.images-amazon.com/images/I/31mgsJbympL._QL70_.jpg,36.0,"[u'8', u'20in.']",Twin Clouds (paper),B0147U249I,20.0,160.0,0.225,0.0,44.421546798,44.421546798,44.421546798,0.0,0.0,44.421546798
3876,edward fielding,"Mystical black and white photograph of Twin Falls off the famous Hana Highway on the tropical island of Maui, Hawaii by fine art photographer Edward M. Fielding",20.0,http://ecx.images-amazon.com/images/I/515sMyFUyTL._QL70_.jpg,350.0,"[u'20', u'16', u'0.1 in.']","Twin Falls Hana Highway Maui Hawaii,",B00QGGYT8G,16.0,320.0,1.09375,2.0,44.853865,44.853865,44.853865,0.0,0.0,44.853865
3877,daniel grant,black and white toy-camera image from the series 'sand people' 10 x 10 image size in edition of 50 (price increases as edition sells). printed on hahnemuhle bamboo sustainable paper and using soy based inks. each print is signed and numbered verso and delivered unframed and unmatted.,10.0,http://ecx.images-amazon.com/images/I/413ieAJmJTL._QL70_.jpg,520.0,"[u'10', u'10', u'0.1 in.']","TWIN PALMS,",B00DPX9DH0,10.0,100.0,5.2,3.0,162.445056,162.445056,162.445056,0.0,0.0,162.445056
3878,efrem raimondi,two trees in the night,20.67,http://ecx.images-amazon.com/images/I/41-WYtPjMBL._QL70_.jpg,3200.0,"[u'20.67', u'27.56', u'0.2 in.']","Twins,",B00OO5YPYE,27.56,569.6652,5.61733453263,3.0,25.771936,29.629776,18.906944,24.7722293333,64.818832,29.72976
3879,david yeo,,16.0,http://ecx.images-amazon.com/images/I/61uRCuPjiiL._QL70_.jpg,288.0,"[u'16', u'16 in.']","Twins,",B016VGO6II,16.0,256.0,1.125,2.0,134.14358,138.145208,127.028244,48.672384,67.466748,140.2909
3880,melissa mcclain,"Two trees twist around each other, one with branches and the last leaves of Fall creating the shape of a heart.",16.0,http://ecx.images-amazon.com/images/I/6195HFDIDBL._QL70_.jpg,280.0,"[u'16', u'11', u'0.3 in.']","Twisted,",B00H291X3K,11.0,176.0,1.59090909091,2.0,122.29581982,123.546972973,107.072342342,56.4242222222,138.160540541,153.242984985
3881,jon glaser,"Two flowering buds are accentuated in this black and white photograph. The dark leaves and plants surround it, but you do not loose its simplicity. All images are available in the following sizes: 13x19 unframed on Luster photographic paper - 17x25 unframed on Luster photographic paper - 20x30 Printed on Metallic and Mounted on Plexiglass -$1100 Limited to 9 Artist Proof editions in a particular size. They will be signed and numbered on the back of the image. I print all images using the latest technology, the highest-quality papers, and newest archival inks. Additionally, I include a 5mm white border to ensure proper handling that eliminates the potential for fingerprints.",16.0,http://ecx.images-amazon.com/images/I/41MGQQ8Z-ML._QL70_.jpg,470.0,"[u'16', u'24', u'0.1 in.']","Two Buds,",B00DPY2EK2,24.0,384.0,1.22395833333,2.0,41.2751891892,41.2751891892,41.2751891892,0.0,0.0,41.2751891892
3882,jon glaser,"This image was taken in Glacier National Park. The use of black and white helps to portray a dramatic interpretation on the scene. Also, the long exposure of the water conveys a sense of strength. All images are available in the following sizes: 13x19 unframed on Luster photographic paper - 17x25 unframed on Luster photographic paper - 20x30 Printed on Metallic and Mounted on Plexiglass -$1100 Limited to 9 Artist Proof editions in a particular size. They will be signed and numbered on the back of the image. I print all images using the latest technology, the highest-quality papers, and newest archival inks. Additionally, I include a 5mm white border to ensure proper handling that eliminates the potential for fingerprints.",24.0,http://ecx.images-amazon.com/images/I/51PgIPMO93L._QL70_.jpg,469.0,"[u'24', u'16', u'0.1 in.']","Two into One,",B00E87558S,16.0,384.0,1.22135416667,2.0,125.826252252,125.826252252,125.826252252,0.0,0.0,125.826252252
3883,paul caponigro,,13.3,http://ecx.images-amazon.com/images/I/51-yRrMyFxL._QL70_.jpg,4000.0,"[u'13.3', u'10 in.']","Two Pinecones, 1963,",B00YB81SK8,10.0,133.0,30.0751879699,4.0,80.3089888641,80.3089888641,80.3089888641,0.0,0.0,80.3089888641
3884,david gremp,"Signed, titled, dated & editioned 1/20 on print verso.",12.0,http://ecx.images-amazon.com/images/I/61F91Q5JVNL._QL70_.jpg,400.0,"[u'12', u'12 in.']","Two Sisters,",B00JG8314E,12.0,144.0,2.77777777778,3.0,86.167684,86.167684,86.167684,0.0,0.0,86.167684
3885,william dey,"Two beautiful golden sunflowers slowly fading, captured by photographer William Dey. Image is printed on matte archival paper and measures 20"" X 20"" with white borders for a total overall measurement of 22"" X 22"". Signed & Numbered from the William Dey Signature Collection available exclusively at Zatista.",22.0,http://ecx.images-amazon.com/images/I/612eav4yOyL._QL70_.jpg,395.0,"[u'22', u'18', u'0.1 in.']","TWO SUNFLOWERS TOURNESOLS,",B019MJ0DFQ,18.0,396.0,0.997474747475,1.0,142.337968,102.352432,41.49598,29.73116,172.764192,142.51732
3886,efrem raimondi,tulip flower,21.65,http://ecx.images-amazon.com/images/I/41%2BhSbgPgJL._QL70_.jpg,2100.0,"[u'21.65', u'16.93', u'0.2 in.']","two tulips,",B00OKYKRNM,16.93,366.5345,5.72933789316,3.0,29.7799181586,29.7799181586,29.7799181586,0.0,0.0,29.7799181586
3887,richard buchbinder,Thoroughbred race horse relaxing after the event.,20.0,http://ecx.images-amazon.com/images/I/41eIDRy8LIL._QL70_.jpg,475.0,"[u'20', u'16 in.']","Ty The Score,",B00GMTZODQ,16.0,320.0,1.484375,2.0,153.660064,101.582714667,98.4759306667,63.9557173333,131.824832,154.795589333
3888,joseph shields,"Archival Ink Jet Print. Signed Limited Edition #1 of 15. Printed on museum quality paper with torn edges and floated in 28"" x 22"" off white mat. Paper size is @ 20"" x 16"". ABOUT MY PRINTS My photographs presented here for Zatista are sold as archival ink jet prints on museum quality paper, the same medium I currently use for all my exhibition work. Prices listed are for matted prints. Mats are most usually off white in color (if another color is used, it will be noted). I leave a white border around the image on the prints and then tear the paper at the border edges. The prints are ""floated"" in the mat, with torn edges exposed, giving emphasis that these are original works on paper. Paper sizes listed may be off just a fraction since each sheet is individually hand torn. Feel free to contact me at if you have questions about how the photographs are presented or want to discuss a different presentation than what I describe here. I work with a master printer and offer my photographs in very limited, signed editions and each in one size only. Many of the images I offer on the Zatista site have been exhibited and included in the permanent collections of museums and cultural institutions across the country and around the world. Thanks so much for your interest in my work. Joseph Shields",28.0,http://ecx.images-amazon.com/images/I/31VAvf2e-AL._QL70_.jpg,625.0,"[u'28', u'22', u'1 in.']","Tybee Island Lighthouse in Fog,",B01BKCT5B6,22.0,616.0,1.01461038961,2.0,75.8235043732,85.8642565598,95.4629854227,89.6158425656,78.2853760933,98.4609620991
3889,sebastien castillo,"Sebastian Castillo takes us to a dream he was able to translate with pace, dynamism and originality. Like most of his achievements, the artist has mixed between three and seven different pictures. Sebastian Castillo is not afraid to saturate his works and realize improbable mixtures until a surprising and original work. For this, he mixes different styles, times and places. The artist, through this photographic work, gives us a different vision of the urban landscape. His art shows us that there are many ways to see the world and to marvel at each element around us.",7.87,http://ecx.images-amazon.com/images/I/418DxYNuW-L._QL70_.jpg,220.0,"[u'7.87', u'0.79', u'11.81 in.']","Tête de Ventasuso (20x30 cm),",B019NQ2KSG,11.81,92.9447,2.36699887137,3.0,72.6518678679,72.6518678679,72.6518678679,0.0,0.0,72.6518678679
3890,chris albert,"My layered photo based creations, are printed on archival paper, applied to a wood panel and fine art quality epoxy resin poured on for a finished piece.",33.0,http://ecx.images-amazon.com/images/I/61nHUSZDkTL._QL70_.jpg,1350.0,"[u'33', u'33', u'1.5 in.']","U of T,",B01D88AKFK,33.0,1089.0,1.23966942149,2.0,180.404064,167.100396,145.479224,22.426228,68.297032,180.910108
